"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input_row_index","Input_ref_statement","Input_ref_title","Input_ref_url","Input_target_statement","Input_target_title","Input_target_url","Input_media_source","Input_relation_type","Answer_Category","Approve","Reject"
"3Q7TKIAPOTAS5UNLV7VBQJU0CXKLDS","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:37 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:37 PDT 2016","","","30BUDKLTXDWMHVWTPHVQ3WB87925E2","A2RYRS301XIZZD","Approved","Mon Aug 22 03:34:22 PDT 2016","Mon Aug 22 03:34:51 PDT 2016","Sat Aug 27 03:34:51 PDT 2016","Mon Aug 22 12:30:49 PDT 2016","","","29","100% (257/257)","100% (257/257)","100% (257/257)","193","A heavy month of promotions proved very successful in appealing to bargain-hungry shoppers.","What Is the Early Impact of Brexit?.","http://blogs.wsj.com/moneybeat/2016/08/12/what-is-the-early-impact-of-brexit/","A heavy month of promotions proved very successful&#44;","U.K. Retail Sales Defy Brexit Vote.","http://www.wsj.com/articles/u-k-retail-sales-defy-brexit-vote-1470729717?mod=fox_australian","British Retail Consortium","CONTAINS","omission"
"3Q7TKIAPOTAS5UNLV7VBQJU0CXKLDS","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:37 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:37 PDT 2016","","","39LOEL67OS62UFZYYVLXWPH2IAB83E","A1DZLZE63NE1ZI","Approved","Mon Aug 22 02:39:52 PDT 2016","Mon Aug 22 02:40:01 PDT 2016","Sat Aug 27 02:40:01 PDT 2016","Mon Aug 22 12:30:50 PDT 2016","","","9","100% (298/298)","100% (298/298)","100% (298/298)","193","A heavy month of promotions proved very successful in appealing to bargain-hungry shoppers.","What Is the Early Impact of Brexit?.","http://blogs.wsj.com/moneybeat/2016/08/12/what-is-the-early-impact-of-brexit/","A heavy month of promotions proved very successful&#44;","U.K. Retail Sales Defy Brexit Vote.","http://www.wsj.com/articles/u-k-retail-sales-defy-brexit-vote-1470729717?mod=fox_australian","British Retail Consortium","CONTAINS","same"
"3Q7TKIAPOTAS5UNLV7VBQJU0CXKLDS","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:37 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:37 PDT 2016","","","3ATPCQ38J8BHT6P1KEY1IAJAHZ5AYP","A2BO8M77CS3SGZ","Approved","Mon Aug 22 02:20:56 PDT 2016","Mon Aug 22 02:21:24 PDT 2016","Sat Aug 27 02:21:24 PDT 2016","Mon Aug 22 12:30:50 PDT 2016","","","28","100% (268/268)","100% (268/268)","100% (268/268)","193","A heavy month of promotions proved very successful in appealing to bargain-hungry shoppers.","What Is the Early Impact of Brexit?.","http://blogs.wsj.com/moneybeat/2016/08/12/what-is-the-early-impact-of-brexit/","A heavy month of promotions proved very successful&#44;","U.K. Retail Sales Defy Brexit Vote.","http://www.wsj.com/articles/u-k-retail-sales-defy-brexit-vote-1470729717?mod=fox_australian","British Retail Consortium","CONTAINS","same"
"3Q7TKIAPOTAS5UNLV7VBQJU0CXKLDS","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:37 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:37 PDT 2016","","","3OE22WJIGIPSZDCDZ9YY5PS2PTJUQL","A3I9UOCM5EXMR2","Approved","Mon Aug 22 03:53:28 PDT 2016","Mon Aug 22 03:59:59 PDT 2016","Sat Aug 27 03:59:59 PDT 2016","Mon Aug 22 12:30:50 PDT 2016","","","391","100% (67/67)","100% (67/67)","100% (67/67)","193","A heavy month of promotions proved very successful in appealing to bargain-hungry shoppers.","What Is the Early Impact of Brexit?.","http://blogs.wsj.com/moneybeat/2016/08/12/what-is-the-early-impact-of-brexit/","A heavy month of promotions proved very successful&#44;","U.K. Retail Sales Defy Brexit Vote.","http://www.wsj.com/articles/u-k-retail-sales-defy-brexit-vote-1470729717?mod=fox_australian","British Retail Consortium","CONTAINS","same"
"3Q7TKIAPOTAS5UNLV7VBQJU0CXKLDS","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:37 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:37 PDT 2016","","","3TVRFO09GKG9PKQVC91P8ASC959XLN","A2S96ZZ70YFPSK","Approved","Mon Aug 22 02:17:02 PDT 2016","Mon Aug 22 02:17:12 PDT 2016","Sat Aug 27 02:17:12 PDT 2016","Mon Aug 22 12:30:50 PDT 2016","","","10","100% (36/36)","100% (36/36)","100% (36/36)","193","A heavy month of promotions proved very successful in appealing to bargain-hungry shoppers.","What Is the Early Impact of Brexit?.","http://blogs.wsj.com/moneybeat/2016/08/12/what-is-the-early-impact-of-brexit/","A heavy month of promotions proved very successful&#44;","U.K. Retail Sales Defy Brexit Vote.","http://www.wsj.com/articles/u-k-retail-sales-defy-brexit-vote-1470729717?mod=fox_australian","British Retail Consortium","CONTAINS","same"
"34KYK9TV2R8MUAKR1K167FKV16GSB6","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:37 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:37 PDT 2016","","","31JLPPHS2UV5F7ME5CATTB72XFGO3Y","A1DZLZE63NE1ZI","Approved","Mon Aug 22 03:33:54 PDT 2016","Mon Aug 22 03:34:09 PDT 2016","Sat Aug 27 03:34:09 PDT 2016","Mon Aug 22 12:30:50 PDT 2016","","","15","100% (298/298)","100% (298/298)","100% (298/298)","194","&#34;Until now&#44; nobody has seen recovery of these functions in a patient so many years after being diagnosed with complete paralysis&#34;. One of the women sufficiently recovered sensation -- on her skin and inside her body -- &#34;that she decided to deliver a baby&#44;&#34;. She could feel the contractions.","Breakthrough for Paraplegics in Regained Mobility: Study.","http://www.newsmax.com/Health/Health-News/Health-neurology-paralysis/2016/08/12/id/743323/","Until now&#44; nobody has seen recovery of these functions in a patient so many years after being diagnosed with complete paralysis&#44;","Virtual reality training delivers breakthrough for paraplegics.","http://www.scmp.com/news/world/article/2002500/virtual-reality-training-delivers-breakthrough-paraplegics","Duke University","CONTAINS","omission"
"34KYK9TV2R8MUAKR1K167FKV16GSB6","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:37 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:37 PDT 2016","","","3C5W7UE9CFRTV28GCL248N719A4XMU","A1CGUFW3R6M234","Approved","Mon Aug 22 04:11:22 PDT 2016","Mon Aug 22 04:11:59 PDT 2016","Sat Aug 27 04:11:59 PDT 2016","Mon Aug 22 12:30:50 PDT 2016","","","37","100% (30/30)","100% (30/30)","100% (30/30)","194","&#34;Until now&#44; nobody has seen recovery of these functions in a patient so many years after being diagnosed with complete paralysis&#34;. One of the women sufficiently recovered sensation -- on her skin and inside her body -- &#34;that she decided to deliver a baby&#44;&#34;. She could feel the contractions.","Breakthrough for Paraplegics in Regained Mobility: Study.","http://www.newsmax.com/Health/Health-News/Health-neurology-paralysis/2016/08/12/id/743323/","Until now&#44; nobody has seen recovery of these functions in a patient so many years after being diagnosed with complete paralysis&#44;","Virtual reality training delivers breakthrough for paraplegics.","http://www.scmp.com/news/world/article/2002500/virtual-reality-training-delivers-breakthrough-paraplegics","Duke University","CONTAINS","omission"
"34KYK9TV2R8MUAKR1K167FKV16GSB6","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:37 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:37 PDT 2016","","","3QL2OFSM96JBAMILXQLH7PBRDIQNCI","A2RYRS301XIZZD","Approved","Mon Aug 22 04:09:14 PDT 2016","Mon Aug 22 04:09:30 PDT 2016","Sat Aug 27 04:09:30 PDT 2016","Mon Aug 22 12:30:50 PDT 2016","","","16","100% (257/257)","100% (257/257)","100% (257/257)","194","&#34;Until now&#44; nobody has seen recovery of these functions in a patient so many years after being diagnosed with complete paralysis&#34;. One of the women sufficiently recovered sensation -- on her skin and inside her body -- &#34;that she decided to deliver a baby&#44;&#34;. She could feel the contractions.","Breakthrough for Paraplegics in Regained Mobility: Study.","http://www.newsmax.com/Health/Health-News/Health-neurology-paralysis/2016/08/12/id/743323/","Until now&#44; nobody has seen recovery of these functions in a patient so many years after being diagnosed with complete paralysis&#44;","Virtual reality training delivers breakthrough for paraplegics.","http://www.scmp.com/news/world/article/2002500/virtual-reality-training-delivers-breakthrough-paraplegics","Duke University","CONTAINS","omission"
"34KYK9TV2R8MUAKR1K167FKV16GSB6","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:37 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:37 PDT 2016","","","3TY7ZAOG5FLQ8O22OX0HKWSMAYO0KX","A31XT6RPLN6359","Approved","Mon Aug 22 03:56:57 PDT 2016","Mon Aug 22 03:57:19 PDT 2016","Sat Aug 27 03:57:19 PDT 2016","Mon Aug 22 12:30:50 PDT 2016","","","22","100% (91/91)","100% (91/91)","100% (91/91)","194","&#34;Until now&#44; nobody has seen recovery of these functions in a patient so many years after being diagnosed with complete paralysis&#34;. One of the women sufficiently recovered sensation -- on her skin and inside her body -- &#34;that she decided to deliver a baby&#44;&#34;. She could feel the contractions.","Breakthrough for Paraplegics in Regained Mobility: Study.","http://www.newsmax.com/Health/Health-News/Health-neurology-paralysis/2016/08/12/id/743323/","Until now&#44; nobody has seen recovery of these functions in a patient so many years after being diagnosed with complete paralysis&#44;","Virtual reality training delivers breakthrough for paraplegics.","http://www.scmp.com/news/world/article/2002500/virtual-reality-training-delivers-breakthrough-paraplegics","Duke University","CONTAINS","omission"
"34KYK9TV2R8MUAKR1K167FKV16GSB6","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:37 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:37 PDT 2016","","","3Z2R0DQ0JHFUIYD67YTS5P8WNZCE2B","A2BO8M77CS3SGZ","Approved","Mon Aug 22 04:04:32 PDT 2016","Mon Aug 22 04:04:59 PDT 2016","Sat Aug 27 04:04:59 PDT 2016","Mon Aug 22 12:30:50 PDT 2016","","","27","100% (268/268)","100% (268/268)","100% (268/268)","194","&#34;Until now&#44; nobody has seen recovery of these functions in a patient so many years after being diagnosed with complete paralysis&#34;. One of the women sufficiently recovered sensation -- on her skin and inside her body -- &#34;that she decided to deliver a baby&#44;&#34;. She could feel the contractions.","Breakthrough for Paraplegics in Regained Mobility: Study.","http://www.newsmax.com/Health/Health-News/Health-neurology-paralysis/2016/08/12/id/743323/","Until now&#44; nobody has seen recovery of these functions in a patient so many years after being diagnosed with complete paralysis&#44;","Virtual reality training delivers breakthrough for paraplegics.","http://www.scmp.com/news/world/article/2002500/virtual-reality-training-delivers-breakthrough-paraplegics","Duke University","CONTAINS","same"
"36D1BWBEHN1P827QYUC9UDILFBM2M3","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:37 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:37 PDT 2016","","","3HMVI3QICJTLZIC1OV5879Q7D531YW","AG7WQ3TB100SO","Approved","Mon Aug 22 04:04:31 PDT 2016","Mon Aug 22 04:04:38 PDT 2016","Sat Aug 27 04:04:38 PDT 2016","Mon Aug 22 12:30:51 PDT 2016","","","7","100% (189/189)","100% (189/189)","100% (189/189)","195","&#34;Until now&#44; nobody has seen recovery of these functions in a patient so many years after being diagnosed with complete paralysis&#34;. One of the women sufficiently recovered sensation -- on her skin and inside her body -- &#34;that she decided to deliver a baby&#44;&#34;. She could feel the contractions.","Breakthrough for Paraplegics in Regained Mobility: Study.","http://www.newsmax.com/Health/Health-News/Health-neurology-paralysis/2016/08/12/id/743323/","One of the women sufficiently recovered sensation -- on her skin and inside her body -- &#34;that she decided to deliver a baby&#44;&#34;. She could feel the contractions.","Breakthrough for paraplegics in regained mobility.","http://www.bangkokpost.com/news/world/1059016/breakthrough-for-paraplegics-in-regained-mobility","Duke University","CONTAINS","omission"
