11	As I sat here, I listened to the commonwealth's case and I don't believe it's necessary for me to testify in my own defense. I agree with Mr. Shargel.	I listened to the commonwealth's case and I don't believe it's necessary for me to testify,	SAME
12	"The accused had allegedly misused their official position to favour the said private company and thereby causing an alleged loss to National Hydroelectric Power Corporation Ltd (NHPC) and United India Insurance Corporation Ltd (UIICL)". Searches are being conducted today at the official and residential premises of the accused and others at Delhi and Noida (UP).	"The accused had allegedly misused their official position to favour the said private company and thereby causing an alleged loss to National Hydroelectric Power Corporation Ltd (NHPC) and United India Insurance Corporation Ltd (UIICL)". Searches are being conducted today at the official and residential premises of the accused and others at Delhi and Noida	SAME
13	"We are delighted to see two young leaders -- Umang and Samina -- take on higher responsibilities within Cipla". Samina's elevation also reinforces the long-term commitment of the promoter family to Cipla.	Samina's elevation also reinforces the long-term commitment of the promoter family to Cipla	SAME
14	The American blacklisted national Matthew Barrett will be deported in the next three days in the light of the findings of the joint investigation team's report.	American blacklisted national Matthew Barrett will be deported in the next three days in the light of the findings of the joint investigation team's report	SAME
15	Interior Minister Chaudhry Nisar Ali Khan on Friday said no Pakistani can remain silent over the atrocities being committed against the people of the occupied Kashmir by the Indian forces.	no Pakistani can remain silent over the atrocities being committed against the people of the occupied Kashmir by the Indian forces	OMISSION
16	"Terrorists are on the run, and they are desperately hitting soft targets. They are getting support from across the border". The opposition is not serious in measures against corruption.	the opposition is not serious in measures against corruption	OMISSION
17	"Terrorists are on the run, and they are desperately hitting soft targets. They are getting support from across the border". The opposition is not serious in measures against corruption.	terrorists are on the run	OMISSION
18	The midfielder's immediate future is in West London. "Nemanja is an important player for me. He knows this. There isn't a problem with him. Nemanja is a Chelsea player".	Nemanja is an important player for me,	OMISSION
19	The Raiders are the only team that would fit. "As far as I'm concerned, the Raiders are the one and only team to go. I wouldn't go over there if I were San Diego. If it's going to work, I think it's the Raiders. You've got to have that national cache".	As far as I'm concerned, the Raiders are the one and only team to go. I wouldn't go over there if I were San Diego. If it's going to work, I think it's the Raiders. You've got to have that national cache.	SAME
20	"I don't feel guilty. I cannot tell you how humiliated I feel". "I feel robbed emotionally. But we're coming from the east (eastern Europe), we're too close to Russia ..".	I feel robbed emotionally. But we're coming from the east (eastern Europe), we're too close to Russia ...	SAME
21	The only logical explanation she could give for the positive test was that the substance came from a contaminated food supplement. "I've been tested four times after entering the Olympic Village. (Results) of the three of the samples were negative. It's an incredibly big shock".	the only logical explanation she could give for the positive test was that the substance came from a contaminated food supplement. "I've been tested four times after entering the Olympic Village".	OMISSION
22	"The root cause of unrest in Kashmir is cross-border terrorism, for which the neighbouring nation's encouragement is a reason". "We all are committed to this national sentiment that there cannot be any compromise with the country's regional integrity… We are ready to address the grievances of all sections under the Constitution".	we all are committed to this national sentiment that there cannot be any compromise with the country's regional integrity.	OMISSION
23	We've enjoyed positive feedback about the HP Stream family, which for many consumers is exactly what they need to access content and services in the cloud from wherever they are. We've continued to raise the bar on this popular cloud-based notebook to make it even more portable, more attractive and affordable for customers.	We've enjoyed positive feedback about the HP Stream family, which for many consumers is exactly what they need to access content and services in the cloud from wherever they are,	SAME
24	Nations imposed 85 new duties and other taxes on steel imports in the first half of the year.	Nations imposed 85 new duties and other taxes on steel imports in the first half	SAME
25	The win was truly a historic moment for Fiji. The sevens game is more than a game in Fiji and it is a major unifying force.	The win was truly a historic moment for Fiji,	SAME
26	The authorities believe some of the fires were started deliberately and vowed that the perpetrators would be tracked down.	authorities believe some of the fires were started deliberately and vowed that the perpetrators would be tracked down	SAME
27	The authorities believe some of the fires were started deliberately and vowed that the perpetrators would be tracked down.	the authorities believe some of the fires were started deliberately	SAME
28	"to date, no multi-jurisdictional outbreaks of Cyclospora have been linked to produce grown in Canada". There seems to be an increase in Cyclospora illnesses during the spring and summer months.	To date, no multi-jurisdictional outbreaks of Cyclospora have been linked to produce grown in Canada	OMISSION
29	Four to five gunmen entered Philobari village and opened indiscriminate fire on the unsuspecting villagers. "Our operations are on to catch the killers".	four to five gunmen entered Philobari village and opened indiscriminate fire on the unsuspecting villagers	SAME
30	Four to five gunmen entered Philobari village and opened indiscriminate fire on the unsuspecting villagers. "Our operations are on to catch the killers".	Our operations are on to catch the killers,	OMISSION
31	Four to five gunmen entered Philobari village and opened indiscriminate fire on the unsuspecting villagers. "Our operations are on to catch the killers".	Four to five gunmen entered Philobari village and opened indiscriminate fire on the unsuspecting villagers	SAME
32	Russia could break diplomatic ties with Ukraine over reported security incidents in Crimea, something it did not do even after annexing Crimea or throwing its support behind separatist rebels in the east.	Russia could break diplomatic ties with Ukraine	OMISSION
33	"I've finally done it. It's so exciting". "I'm not the next Usain Bolt or Michael Phelps. I'm the first Simone Biles".	I'm not the next Usain Bolt or Michael Phelps. I'm the first Simone Biles.	SAME
34	It is not yet clear who is behind these attacks. But one thing is clear: no political aim justifies violence and attacks on innocent people.	No political aim justifies violence and attacks on innocent people,	OMISSION
35	He will be forced to pursue other targets should some of his out of contract players fail to give him an answer on their offers soon. "I do think it's a bit farcical whoever it happens to".	I do think it's a bit farcical whoever it happens to,	OMISSION
36	The rally in Hong Kong has fundamental support as earnings from its flagship companies are pretty strong. Though the economic data are weak, they are still within an acceptable range to investors.	Though the economic data are weak, they are still within an acceptable range to investors,	OMISSION
37	Post-Brexit London is more popular and diverse than ever... This remains the most welcoming and hospitable city in the world... London truly is open.	London is more popular and diverse than ever	OMISSION
38	"Those days when a club of buddies would cover each other's backs is over. South America has to stand firmly with respect to the rights of the people". Latin Americans sympathetic to the government that Chavez started in 1999 should visit the country now.	Latin Americans sympathetic to the government that Chavez started in 1999 should visit the country now	SAME
39	"In addition to restoring Delta's systems to normal operations, Delta teams this week have been working to ensure reliable redundancies of electrical power as well as network connectivity and applications are in place". Its flight operations have now returned to normal after customers faced cancellations and delays this week as a result of a power outage in Atlanta on Monday morning.	its flight operations have now returned to normal after customers faced cancellations and delays this week as a result of a power outage in Atlanta on Monday morning	OMISSION
40	"In addition to restoring Delta's systems to normal operations, Delta teams this week have been working to ensure reliable redundancies of electrical power as well as network connectivity and applications are in place". Its flight operations have now returned to normal after customers faced cancellations and delays this week as a result of a power outage in Atlanta on Monday morning.	In addition to restoring Delta's systems to normal operations, Delta teams this week have been working to ensure reliable redundancies of electrical power as well as network connectivity and applications are in place,	OMISSION
41	"We call for the avoidance of any actions that would escalate the situation there". "We believe now is the time to reduce the tensions, reduce the rhetoric, and get back to talks". Kyiv has the right to defend its territory.	We call for the avoidance of any actions that would escalate the situation,	OMISSION
42	It will use aerogel developed by Zou's institute to maintain the required temperature for its engine's pipes. "Our aerogel products are capable of not only insulating heat but also withstanding strong vibration, so they will ensure the smooth operation of the rocket. Future Mars rover will use aerogel to maintain warmth when it lands on the Red Planet".	It will use aerogel developed by Zou's institute to maintain the required temperature for its engine's pipes	OMISSION
43	It is up to India to decide what its position will be on the South China Sea dispute. "It is up to India to decide what position to take".	It is up to India to decide what position to take	OMISSION
44	It is up to India to decide what its position will be on the South China Sea dispute. "It is up to India to decide what position to take".	It is up to India to decide what position to take.	OMISSION
45	Four of its citizens were also wounded in the Hua Hin blasts.	four of its citizens were also wounded	OMISSION
46	This is not a terrorist attack. It is just local sabotage that is restricted to limited areas and provinces.	It is just local sabotage that is restricted to limited areas and provinces,	OMISSION
47	These were Hillary Clinton's strongest words yet against the TPP. For the first time, Clinton signaled she will personally work to kill the corporate-written TPP if it comes up after the election in an unaccountable lame-duck Congress.	These were Hillary Clinton's strongest words yet against the TPP. For the first time, Clinton signaled she will personally work to kill the corporate-written TPP.	SAME
48	Looking at the verdict of the jury it can be seen that he was by any view a glorified drug mule – someone who was involved in the transportation of the drugs, someone who was able to captain a boat.	'Someone who was involved in the transportation of the drugs	OMISSION
49	He supports medical marijuana with restrictions, but would defer to states to decide how to handle marijuana.	he supports medical marijuana	OMISSION
50	While companies from emerging sectors are willing to invest, some private firms still struggle to access financing. "Most private companies have to rely on their own sources of funding".	while companies from emerging sectors are willing to invest, some private firms still struggle to access financing	SAME
51	This behaviour is hardly a novelty. Educating users to behave in a responsible manner is admirable, but clearly inefficient given the sheer volume of users. It is time businesses stopped relying on consumers to keep their devices malware-free, especially since most of us are one click away from being the victims of online fraud.	Educating users to behave in a responsible manner is admirable, but clearly inefficient given the sheer volume of users. It is time businesses stopped relying on consumers to keep their devices malware-free, especially since most of us are one click away from being the victims of online fraud,	SAME
52	The officers observed that the child was crying and sweating profusely.	the child was crying and sweating profusely	SAME
53	China is a sincere friend and important partner of Kenya, and both countries have understood and supported each other on a series of major issues for a long time.	China is a sincere friend and important partner of Kenya	OMISSION
54	"The party is facing dozens of mutinies and rebellions in different states and you need strong leadership to stem the tide of defections". That leadership was unlikely to be provided by Rahul Gandhi.	The party is facing dozens of mutinies and rebellions in different states and you need strong leadership to stem the tide of defections,	OMISSION
55	"The findings may explain why clinical trials aimed at increasing HDL cholesterol levels failed to show improved outcomes". "Too low and too high are both associated with higher risk of death".	Too low and too high are both associated with higher risk of death,	OMISSION
56	Sisodia would be assisted by health minister Satyendra Jain for party's assembly election campaign.	Sisodia would be assisted by health minister Satyendra Jain	OMISSION
57	Chen Xinyi tested positive for the diuretic hydrochlorothiazide after she finished fourth in the women's 100-meter butterfly Sunday, missing a bronze medal by nine-hundredths of a second.	Chen Xinyi tested positive for the diuretic hydrochlorothiazide after she finished fourth in the women's 100-meter butterfly Sunday	OMISSION
58	The committee had not facilitated Anzrah's travel to Brazil. We don't even know how he came here.	We don't even know how he came here	OMISSION
59	The committee had not facilitated Anzrah's travel to Brazil. We don't even know how he came here.	the committee had not facilitated Anzrah's travel to Brazil	SAME
60	As an entrepreneur who moved to London to set up a business, Rajesh is well placed to champion London as the leading, world city for international business, students and tourists. His business experience and passion for our great city will be vital in helping us to promote London as the world's leading and most welcoming city. In the coming months, London & Partners is determined to show the world that #LondonIsOpen.	His business experience and passion for our great city will be vital in helping us to promote London as the world's leading and most welcoming city. In the coming months, London & Partners is determined to show the world that #LondonIsOpen,	OMISSION
61	My people are like what they do onstage in real life. Few of them are different. They're not actors. Few have had any training, and with those, I've had to destroy their grammar-school ideas of acting.	My people are like what they do onstage in real life,	OMISSION
62	In a number of cases, stores will be closed as the value of the real estate exceeds their value to Macy's as a retail store. The company will act to remain connected to customers ... by supplementing merchandise assortments in surrounding locations, as well as through the company's online site and mobile app.	In a number of cases, stores will be closed as the value of the real estate exceeds their value to Macy's as a retail store,	OMISSION
63	Talks were due to be held on Friday morning. "Our Eurostar train manager members are solid, determined and united this morning as they kick off the first phase of strike action in a fight for a decent work/life balance. Pickets are out at St Pancras International (Eurostar's London terminus) as we send the message to the company that we expect them to honour basic agreements with the union that date back eight years".	talks were due to be held on Friday morning. "Our Eurostar train manager members are solid, determined and united this morning as they kick off the first phase of strike action in a fight for a decent work/life balance".	OMISSION
64	Talks were due to be held on Friday morning. "Our Eurostar train manager members are solid, determined and united this morning as they kick off the first phase of strike action in a fight for a decent work/life balance. Pickets are out at St Pancras International (Eurostar's London terminus) as we send the message to the company that we expect them to honour basic agreements with the union that date back eight years".	Our Eurostar train manager members are solid, determined and united this morning as they kick off the first phase of strike action in a fight for a decent work/life balance.	OMISSION
65	Talks were due to be held on Friday morning. "Our Eurostar train manager members are solid, determined and united this morning as they kick off the first phase of strike action in a fight for a decent work/life balance. Pickets are out at St Pancras International (Eurostar's London terminus) as we send the message to the company that we expect them to honour basic agreements with the union that date back eight years".	Our Eurostar train manager members are solid, determined and united this morning as they kick off the first phase of strike action in a fight for a decent work/life balance,	SAME
66	There is chaos in Kiev. They don't know what to do with Donetsk. The Minsk agreements are quite clear, but they [Ukrainian authorities] have no political will to implement them.	there is chaos in Kiev,	OMISSION
67	"Thirty-two of the 208 diplomats recalled to Turkey did not come back to Turkey". Ankara had information that some had fled to other countries.	Thirty-two of the 208 diplomats recalled to Turkey did not come back to Turkey,	SAME
68	Our HPC and high-performance data technologies and analytic capabilities, based on a 30+ year legacy of innovation, complement HPE's industry-leading enterprise solutions. This combination addresses today's complex business problems that require applying data analytics and tools to securely process vast amounts of data.	Our HPC and high-performance data technologies and analytic capabilities, based on a 30+ year legacy of innovation, complement HPE's industry-leading enterprise solutions,	SAME
69	"Shoukri's visit to Lebanon will hold new ideas to move the presidential file". "Egypt is ready to provide all support to Lebanon at this stage".	Egypt is ready to provide all support to Lebanon at this stage,	OMISSION
70	They discussed the arrangements of the forthcoming visit of Egypt's Foreign Minister, Sameh Shoukri next week. "Shoukri's visit to Lebanon will hold new ideas to move the presidential file".	they discussed the arrangements of the forthcoming visit of Egypt's Foreign Minister, Sameh Shoukri next week	SAME
71	"It would do nothing for 99.8 percent of Americans. There are a lot of better ways to spend the money". Multimillionaires should pay more, not less, in taxes.	It would do nothing for 99.8 percent of Americans,	OMISSION
72	We must stop that, and we must make them pay back any tax breaks they received from any level of government in our country. For those that move their headquarters overseas to avoid paying their fair share of taxes, they're going to have to pay a new exit tax. So if they want to go, they're going to have to pay to go.	For those that move their headquarters overseas to avoid paying their fair share of taxes, they're going to have to pay a new exit tax. So if they want to go, they're going to have to pay to go.	SAME
73	Melgain will be marketed in India by Liva Healthcare, a specialty division of the group catering to the dermatological segment. "Zydus also has an option to launch this product in other global markets where it is not available".	a specialty division of the group catering to the dermatological segment. "Zydus also has an option to launch this product In other global markets where It Is not available".	OMISSION
74	Valeant under criminal probe over Philidor TiesSAN FRANCISCO: Valeant Pharmaceuticals International Inc is the subject of a criminal probe by federal prosecutors, who are investigating whether the drugmaker defrauded insurers by hiding its ties to a mail-order pharmacy.	Valeant Pharmaceuticals International Inc is the subject of a criminal probe by federal prosecutors, who are investigating whether the drugmaker defrauded insurers by hiding its ties to a mail-order pharmacy	SAME
75	It was "reasonable" for FAI growth to fall long-term as the economy shifts away from traditional heavy industries toward the service sector, which does not require as intensive investment. "The trend is good. Even though economic growth dropped slightly, the economy is stable and making steady progress, and the steady trend toward improvement has not changed".	The trend is good. Even though economic growth dropped slightly, the economy is stable and making steady progress, and the steady trend toward improvement has not changed.	OMISSION
76	It was "reasonable" for FAI growth to fall long-term as the economy shifts away from traditional heavy industries toward the service sector, which does not require as intensive investment. "The trend is good. Even though economic growth dropped slightly, the economy is stable and making steady progress, and the steady trend toward improvement has not changed".	The trend is good,	OMISSION
77	The media was missing his sarcasm. "Ratings challenged @CNN reports so seriously that I call President Obama (and Clinton) ;'the founder' of ISIS, & MVP. THEY DON'T GET SARCASM?".	THEY DON'T GET SARCASM?	OMISSION
78	The media was missing his sarcasm. "Ratings challenged @CNN reports so seriously that I call President Obama (and Clinton) ;'the founder' of ISIS, & MVP. THEY DON'T GET SARCASM?".	They don't get sarcasm?	OMISSION
79	"The tusks resemble the prehistoric sabre-tooth tiger, but of course, they are not related. It could make wildlife watching in Sabah more interesting". The rare elephant's reversed tusks might create some problems when it comes to jostling with other elephants.	the rare elephant's reversed tusks might create some problems when it comes to jostling with other elephants	OMISSION
80	"The tusks resemble the prehistoric sabre-tooth tiger, but of course, they are not related. It could make wildlife watching in Sabah more interesting". The rare elephant's reversed tusks might create some problems when it comes to jostling with other elephants.	The tusks resemble the prehistoric sabre-tooth tiger, but of course, they are not related,	OMISSION
81	It expected to ask for further extensions "for certain illiquid funds."	it expected to ask for further extensions "for certain illiquid fund."	SAME
82	"It is very rare. We're not exactly sure why the tusks are like that, but it could be a congenital defect or maybe because of inbreeding". A similar elephant, also found in Sabah, was caught on camera last year.	It is very rare,	OMISSION
83	"At this point I'm thinking I have a family to protect. His later confession to police was part of his continued effort to protect his unborn child". "This girl just killed her mom, but she's having my baby. I can't let her go to prison".	At this point I'm thinking I have a family to protect,	OMISSION
84	It is extremely encouraging to see that our dynamic new routes to market are working. Cosmopolitan was the first brand to lead this strategy last year, and the brand continues to grow. Whether in print, digital – including the hugely successful Snapchat platform – or through large-scale consumer events, Cosmopolitan can reach young women on a scale that very few brands can.	It is extremely encouraging to see that our dynamic new routes to market are working. Cosmopolitan was the first brand to lead this strategy last year, and the brand continues to grow.	OMISSION
85	It is extremely encouraging to see that our dynamic new routes to market are working. Cosmopolitan was the first brand to lead this strategy last year, and the brand continues to grow. Whether in print, digital – including the hugely successful Snapchat platform – or through large-scale consumer events, Cosmopolitan can reach young women on a scale that very few brands can.	It is extremely encouraging to see that our dynamic new routes to market are working,	OMISSION
86	There's no chance. Obviously Johnny needs to get his hands around his life. He needs to do the things that make him a good person off the field, I think, before he can ever have any chance of being successful in our league.	There's no chance,	OMISSION
87	There's no chance. Obviously Johnny needs to get his hands around his life. He needs to do the things that make him a good person off the field, I think, before he can ever have any chance of being successful in our league.	Obviously Johnny needs to get his hands around his life,	OMISSION
88	B.C.'s pilot project "has merit,". This is not a panacea, but I think it actually for some people will be a transportation solution.	This is not a panacea, but I think it actually for some people will be a transportation solution,	OMISSION
89	"There's no chance" the Cowboys would sign Manziel at this point.	There's no chance,	OMISSION
90	Kane leaked the material as she became "unhinged" over her feud with a rival prosecutor who had embarrassed her in the press. "I think she was just hell-bent on getting back at Frank Fina".	I think she was just hell-bent on getting back at Frank Fina,	OMISSION
91	Firebombs also triggered blazes at markets and shops in six places, including Phuket, Trang, Surat Thani, Phang Nga and a souvenir shop in the tourist town of Ao Nang, Krabi, a seaside province known for its stunning limestone cliffs.	firebombs also triggered blazes at markets and shops in six places, including Phuket, Trang, Surat Thani, Phang Nga and a souvenir shop in the tourist town of Ao Nang, Krabi	SAME
92	Over the past year, our digital team has brought to market numerous new digital tools – like CVS Pay – that make shopping at CVS Pharmacy easier and more convenient. We've been excited by the level of customer adoption of these digital solutions, and we will continue our quick pace of innovation and deployment to make our customers' health care experience even easier.	We've been excited by the level of customer adoption of these digital solutions, and we will continue our quick pace of innovation and deployment to make our customers' health care experience even easier,	OMISSION
93	With exports weakened, domestic consumption alone without investment will not be able to maintain growth indefinitely.	Domestic consumption alone without investment will not be able to maintain growth indefinitely	SAME
94	These are supposed to be battleground states, but right now, they don't look that way. Trump still needs to unify Republicans and better position himself among traditional GOP groups in order to make the contest competitive in these must-win states.	These are supposed to be battleground states, but right now, they don't look that way,	OMISSION
95	Here's something to think about: The meteors you'll see this year are from comet flybys that occurred hundreds if not thousands of years ago. And they've traveled billions of miles before their kamikaze run into Earth's atmosphere.	The meteors you'll see this year are from comet flybys that occurred hundreds if not thousands of years ago. And they've traveled billions of miles before their kamikaze run into Earth's atmosphere.	SAME
96	Rated scenes and allegations of bullying in Thursday night's episode of Celebrity Big Brother sparked 70 complaints. "We have received 70 complaints about Celebrity Big Brother from last night. We will assess these complaints before deciding whether to investigate or not".	rated scenes and allegations of bullying in Thursday night's episode of Celebrity Big Brother sparked 70 complaints	OMISSION
97	The developers being incentivised not just build a road but also maintain it for the life cycle of the concession of the contract. "We should have 4-lanes access controlled highways which will ensure the quality of the safety feature".	We should have 4-lanes access controlled highways which will ensure the quality of the safety feature,	SAME
98	I love her, love her, love her! Did you notice I used her name in one of the songs on the album?	Did you notice I used her name in one of the songs on the album?	OMISSION
99	We at Xbox are excited about this convergence between playing and watching, and want to provide gamers with the freedom and choice to have great multiplayer experiences across all of Beam's platforms. This acquisition will help gamers enjoy the games they want, with the people they want, and on the devices they want.	We at Xbox are excited about this convergence between playing and watching, and want to provide gamers with the freedom and choice to have great multiplayer experiences across all of Beam's platforms,	SAME
100	"This should not be waiting for the Aleppo ceasefire or overall ceasefire, this should and can be done before it's too late". In Foua, the Islamist rebel group Ahrar al Sham "can just by a decision of a minute allow the U.N. to evacuate them and bring them to a medical facility where they could be saved". "These are not numbers, these are people who are waiting for a medical evacuation in what has become a medieval approach to a conflict".	In Foua, the Islamist rebel group Ahrar al Sham "can just by a decision of a minute allow the U.N. to evacuate them and bring them to a medical facility where they could be saved". "These are not numbers, these are people who are waiting for a medical evacuation in what has become a medieval approach to a conflict".	SAME
101	"This should not be waiting for the Aleppo ceasefire or overall ceasefire, this should and can be done before it's too late". In Foua, the Islamist rebel group Ahrar al Sham "can just by a decision of a minute allow the U.N. to evacuate them and bring them to a medical facility where they could be saved". "These are not numbers, these are people who are waiting for a medical evacuation in what has become a medieval approach to a conflict".	This should not be waiting for the Aleppo ceasefire or overall ceasefire, this should and can be done before it's too late,	OMISSION
102	The business side of baseball may play a role in Tebow landing a minor league contract. "Here's the thing you have to understand beyond all else. Baseball and professional sports is a business. A multibillion-dollar business. So if you can play, I don't care if you're a pagan, you're gonna play".	Here's the thing you have to understand beyond all else,	OMISSION
103	The new funds, which will stay invested for up to 12-years, will target returns of around 20 percent.	The new funds, which will stay invested for up to 12-years, will target returns of around 20%	SAME
104	A Russian soldier also died in a firefight with "sabotage-terrorist" groups sent by the Ukrainian military on August 8.	A Russian soldier also died in a firefight with "sabotage-terrorist" groups sent by the Ukrainian military on Aug. 8	SAME
105	The government is creating "a real barrier to justice" by maintaining that battle must be fought all over again. "If ordinary Canadians and public interest groups and pro-bono lawyers have to recreate the wheel every time they challenge an unconstitutional law, they're seriously disadvantaged against the bottomless pockets of the federal government".	If ordinary Canadians and public interest groups and pro-bono lawyers have to recreate the wheel every time they challenge an unconstitutional law, they're seriously disadvantaged against the bottomless pockets of the federal government,	SAME
106	It was in the interest of the party to organize the event in the Central Region. "There is some nostalgia, there is some love for the Central Region, there is a good reason why we believe that this time, it is in our interest to launch in the Central Region and that is exactly what we intend to do".	it was in the interest of the party to organize the event in the Central Region	OMISSION
107	It was in the interest of the party to organize the event in the Central Region. "There is some nostalgia, there is some love for the Central Region, there is a good reason why we believe that this time, it is in our interest to launch in the Central Region and that is exactly what we intend to do".	There is some nostalgia, there is some love for the Central Region, there is a good reason why we believe that this time, it is in our interest to launch in the Central Region and that is exactly what we intend to do,	SAME
108	At face value 'what is your daughter searching for?' talks to girls' online searches, but the real lesion is about their emotional needs.	What is your daughter searching for?	OMISSION
109	The post was written by Shelby Ivie, who lives more than 2,000 miles away in Keizer, Oregon, who found the video on an app called Webcams Viewer.	the post was written by Shelby Ivie, who lives more than 2,000 miles away in Keizer, Oregon	SAME
110	He is "shocked and appalled" at the rejection of his visa application.	Shocked and appalled'	OMISSION
111	Most athletes don't have an opportunity to say that they won a gold medal, better yet three gold medals. I would be very happy walking away from the game knowing that I've given the game everything I have, knowing I played on a high level at every level: high school, college, won [a championship at Syracuse] in college and possibly three gold medals.	I would be very happy walking away	OMISSION
112	He was being sarcastic when he appeared to encourage Russian hackers to commit espionage in order to locate Clinton's deleted emails. "I love watching these poor, pathetic people (pundits) on television working so hard and so seriously to try and figure me out. They can't!".	he was being sarcastic	OMISSION
113	Europe's biggest software maker had found the annual review process, with its focus on separating over- from under-performers, was often counter-productive to the goal of constructive dialogue. "Grading workers did not work. People are open to feedback, also to harsh criticism, until the moment you start giving scores. Then the shutters go down".	Europe's biggest software maker had found the annual review process, with its focus on separating over- from under-performers, was often counter-productive to the goal of constructive dialogue	OMISSION
114	Kiev could try to drag the fate of Crimea back to the heart of the debate on the Ukraine crisis as Western focus centres solely on resolving the conflict in the eastern Donbass region. "Russia has quite quickly managed to separate the issues of Donbass and Crimea. The moment when they can be linked back together could slip by forever".	Kiev could try to drag the fate of Crimea back to the heart of the debate on the Ukraine crisis as Western focus centres solely on resolving the conflict in the eastern Donbass region	OMISSION
115	And I mean, if it is true, that's OK too because all I have to do is stop funding the Republican Party. I'm the one raising the money for them. In fact, right now I'm in Orlando. I'm going to a fundraiser for the Republican Party. If they want to do that, they can save me a lot of time and a lot of energy.	All I have to do is stop funding the Republican Party,	OMISSION
116	And I mean, if it is true, that's OK too because all I have to do is stop funding the Republican Party. I'm the one raising the money for them. In fact, right now I'm in Orlando. I'm going to a fundraiser for the Republican Party. If they want to do that, they can save me a lot of time and a lot of energy.	I mean, if it is true, that's OK too because all I have to do is stop funding the Republican Party,	OMISSION
117	The DEA's decision would curtail research since marijuana would remain a criminal product. "Research institutions are going to be somewhat hesitant if they think they will potentially jeopardize other research funding. This decision by the DEA really flies in the face of objective science".	the DEA's decision would curtail research since marijuana would remain a criminal product. "Research institutions are going to be somewhat hesitant if they think they will potentially jeopardize other research funding".	SAME
118	Russia would phase out sanctions against Turkey step by step, while adding that the priority was to return to the situation before the jet crisis, in his key meeting with Erdoğan.	Russia would phase out sanctions against Turkey step by step, while adding that the priority was to return to the situation before the jet crisis	OMISSION
119	Information on Indian Army's deployment along the borders is regularly sought by our adversaries from exchange operators, unsuspecting civilians by using Voice Over Internet Protocol (VOIP) and mobile calls among others. "Detailed Standing Operating Procedures are in place to ensure such calls are not connected to any authorised subscriber. In addition, troops and families are regularly sensitised to thwart inimical design of our adversaries".	information on Indian Army's deployment along the borders is regularly sought by our adversaries from exchange operators, unsuspecting civilians by using Voice Over Internet Protocol (VOIP) and mobile calls	OMISSION
120	"If we really wanted to create something about racism and call it an 'article,' we could just copy and paste the comments on the Claremont Independent's Facebook page of this article. They're horrific". She also was offended by the Independent's choice of a photograph to accompany the article.	she also was offended by the Independent's choice of a photograph to accompany the article	OMISSION
121	"If we really wanted to create something about racism and call it an 'article,' we could just copy and paste the comments on the Claremont Independent's Facebook page of this article. They're horrific". She also was offended by the Independent's choice of a photograph to accompany the article.	If we really wanted to create something about racism and call it an 'article,' we could just copy and paste the comments on the Claremont Independent's Facebook page of this article. They're horrific.	SAME
122	Clinton was its co-founder, according to the Associated Press. "I meant he's the founder of ISIS. I do. He was the most valuable player. I give him the most valuable player award. I give her, too, by the way, Hillary Clinton".	Clinton was its co-founder	OMISSION
