"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input_row_index","Input_ref_statement","Input_ref_title","Input_ref_url","Input_target_statement","Input_target_title","Input_target_url","Input_media_source","Input_relation_type","Answer_Category","Approve","Reject"
"30F94FBDNRKN9AX6QK6WHKGH5ALTBV","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Tue Sep 13 04:41:00 PDT 2016","5","BatchId:2526319;","14400","432000","Tue Sep 20 04:41:00 PDT 2016","","","31N2WW6R9RRB9U9L69R36HYOAUB3FE","A3GOI327COFGY5","Approved","Tue Sep 13 05:13:26 PDT 2016","Tue Sep 13 05:19:45 PDT 2016","Sun Sep 18 05:19:45 PDT 2016","Wed Sep 14 07:53:57 PDT 2016","","","379","100% (78/78)","100% (78/78)","100% (78/78)","393","There would be at least one more day of public holiday after three this week. &#34;They're all celebrating (back home)&#44; they've been celebrating for the last three days&#34;.","Fiji Prime Minister Frank Bainimarama announces public holiday after first Games medal.","http://indianexpress.com/sports/rio-2016-olympics/fiji-prime-minister-frank-bainimarama-announces-public-holiday-after-first-games-medal-2969863/","They're all celebrating (back home)&#44; they've been celebrating for the last three days&#44;","Fiji PM announces public holiday after first Games medal.","http://www.thestar.com.my/sport/other-sport/2016/08/12/fiji-pm-announces-public-holiday-after-first-games-medal/","other","CONTAINS","same"
"30F94FBDNRKN9AX6QK6WHKGH5ALTBV","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Tue Sep 13 04:41:00 PDT 2016","5","BatchId:2526319;","14400","432000","Tue Sep 20 04:41:00 PDT 2016","","","32UTUBMZ7GX58MZOLHBD6MZMMGEVBN","AZACNY1H74YWS","Approved","Tue Sep 13 05:18:26 PDT 2016","Tue Sep 13 05:36:31 PDT 2016","Sun Sep 18 05:36:31 PDT 2016","Wed Sep 14 07:53:57 PDT 2016","","","1085","100% (230/230)","100% (54/54)","100% (54/54)","393","There would be at least one more day of public holiday after three this week. &#34;They're all celebrating (back home)&#44; they've been celebrating for the last three days&#34;.","Fiji Prime Minister Frank Bainimarama announces public holiday after first Games medal.","http://indianexpress.com/sports/rio-2016-olympics/fiji-prime-minister-frank-bainimarama-announces-public-holiday-after-first-games-medal-2969863/","They're all celebrating (back home)&#44; they've been celebrating for the last three days&#44;","Fiji PM announces public holiday after first Games medal.","http://www.thestar.com.my/sport/other-sport/2016/08/12/fiji-pm-announces-public-holiday-after-first-games-medal/","other","CONTAINS","omission"
"30F94FBDNRKN9AX6QK6WHKGH5ALTBV","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Tue Sep 13 04:41:00 PDT 2016","5","BatchId:2526319;","14400","432000","Tue Sep 20 04:41:00 PDT 2016","","","34MAJL3QP4O1BECWMSVKFD1XL4U43J","A2M3KQ9CKP7YW","Approved","Tue Sep 13 05:00:35 PDT 2016","Tue Sep 13 05:03:13 PDT 2016","Sun Sep 18 05:03:13 PDT 2016","Wed Sep 14 07:53:57 PDT 2016","","","158","100% (74/74)","100% (74/74)","100% (74/74)","393","There would be at least one more day of public holiday after three this week. &#34;They're all celebrating (back home)&#44; they've been celebrating for the last three days&#34;.","Fiji Prime Minister Frank Bainimarama announces public holiday after first Games medal.","http://indianexpress.com/sports/rio-2016-olympics/fiji-prime-minister-frank-bainimarama-announces-public-holiday-after-first-games-medal-2969863/","They're all celebrating (back home)&#44; they've been celebrating for the last three days&#44;","Fiji PM announces public holiday after first Games medal.","http://www.thestar.com.my/sport/other-sport/2016/08/12/fiji-pm-announces-public-holiday-after-first-games-medal/","other","CONTAINS","same"
"30F94FBDNRKN9AX6QK6WHKGH5ALTBV","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Tue Sep 13 04:41:00 PDT 2016","5","BatchId:2526319;","14400","432000","Tue Sep 20 04:41:00 PDT 2016","","","3TUI152ZZBOCQGLFXLOEUNN5JDC1QM","A2RYRS301XIZZD","Approved","Tue Sep 13 05:24:29 PDT 2016","Tue Sep 13 05:25:00 PDT 2016","Sun Sep 18 05:25:00 PDT 2016","Wed Sep 14 07:53:57 PDT 2016","","","31","100% (358/358)","100% (358/358)","100% (101/101)","393","There would be at least one more day of public holiday after three this week. &#34;They're all celebrating (back home)&#44; they've been celebrating for the last three days&#34;.","Fiji Prime Minister Frank Bainimarama announces public holiday after first Games medal.","http://indianexpress.com/sports/rio-2016-olympics/fiji-prime-minister-frank-bainimarama-announces-public-holiday-after-first-games-medal-2969863/","They're all celebrating (back home)&#44; they've been celebrating for the last three days&#44;","Fiji PM announces public holiday after first Games medal.","http://www.thestar.com.my/sport/other-sport/2016/08/12/fiji-pm-announces-public-holiday-after-first-games-medal/","other","CONTAINS","same"
"30F94FBDNRKN9AX6QK6WHKGH5ALTBV","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Tue Sep 13 04:41:00 PDT 2016","5","BatchId:2526319;","14400","432000","Tue Sep 20 04:41:00 PDT 2016","","","3VE8AYVF8MYXARFRIQMZXY6ZQGWF8B","A2R0YYUAWNT7UD","Approved","Tue Sep 13 05:02:25 PDT 2016","Tue Sep 13 05:02:34 PDT 2016","Sun Sep 18 05:02:34 PDT 2016","Wed Sep 14 07:53:57 PDT 2016","","","9","100% (282/282)","100% (282/282)","100% (242/242)","393","There would be at least one more day of public holiday after three this week. &#34;They're all celebrating (back home)&#44; they've been celebrating for the last three days&#34;.","Fiji Prime Minister Frank Bainimarama announces public holiday after first Games medal.","http://indianexpress.com/sports/rio-2016-olympics/fiji-prime-minister-frank-bainimarama-announces-public-holiday-after-first-games-medal-2969863/","They're all celebrating (back home)&#44; they've been celebrating for the last three days&#44;","Fiji PM announces public holiday after first Games medal.","http://www.thestar.com.my/sport/other-sport/2016/08/12/fiji-pm-announces-public-holiday-after-first-games-medal/","other","CONTAINS","omission"
"3URJ6VVYUPNNBJ7PFOAAFW4OWANO4Y","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Tue Sep 13 04:41:00 PDT 2016","5","BatchId:2526319;","14400","432000","Tue Sep 20 04:41:00 PDT 2016","","","32Z9ZLUT1LLK9FTDKXZVX58CL0CHOD","A1F4D2PZ7NNWTL","Approved","Tue Sep 13 05:00:46 PDT 2016","Tue Sep 13 05:00:54 PDT 2016","Sun Sep 18 05:00:54 PDT 2016","Wed Sep 14 07:53:57 PDT 2016","","","8","100% (417/417)","100% (417/417)","100% (417/417)","394","There would be at least one more day of public holiday after three this week. &#34;They're all celebrating (back home)&#44; they've been celebrating for the last three days&#34;.","Fiji Prime Minister Frank Bainimarama announces public holiday after first Games medal.","http://indianexpress.com/sports/rio-2016-olympics/fiji-prime-minister-frank-bainimarama-announces-public-holiday-after-first-games-medal-2969863/","there would be at least one more day of public holiday after three this week","Fiji PM announces public holiday after first Games medal.","http://www.thestar.com.my/sport/other-sport/2016/08/12/fiji-pm-announces-public-holiday-after-first-games-medal/","other","CONTAINS","same"
"3URJ6VVYUPNNBJ7PFOAAFW4OWANO4Y","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Tue Sep 13 04:41:00 PDT 2016","5","BatchId:2526319;","14400","432000","Tue Sep 20 04:41:00 PDT 2016","","","3BC8WZX3V3X0VMZW8UST54FNJX8RR9","A2XFO0X6RCS98M","Approved","Tue Sep 13 05:26:13 PDT 2016","Tue Sep 13 05:28:11 PDT 2016","Sun Sep 18 05:28:11 PDT 2016","Wed Sep 14 07:53:58 PDT 2016","","","118","100% (469/469)","100% (469/469)","100% (469/469)","394","There would be at least one more day of public holiday after three this week. &#34;They're all celebrating (back home)&#44; they've been celebrating for the last three days&#34;.","Fiji Prime Minister Frank Bainimarama announces public holiday after first Games medal.","http://indianexpress.com/sports/rio-2016-olympics/fiji-prime-minister-frank-bainimarama-announces-public-holiday-after-first-games-medal-2969863/","there would be at least one more day of public holiday after three this week","Fiji PM announces public holiday after first Games medal.","http://www.thestar.com.my/sport/other-sport/2016/08/12/fiji-pm-announces-public-holiday-after-first-games-medal/","other","CONTAINS","same"
"3URJ6VVYUPNNBJ7PFOAAFW4OWANO4Y","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Tue Sep 13 04:41:00 PDT 2016","5","BatchId:2526319;","14400","432000","Tue Sep 20 04:41:00 PDT 2016","","","3F6HPJW4JD1OZYZXSYNYRVFWZK72W8","ADLYO655RWJUI","Approved","Tue Sep 13 05:24:59 PDT 2016","Tue Sep 13 05:25:14 PDT 2016","Sun Sep 18 05:25:14 PDT 2016","Wed Sep 14 07:53:58 PDT 2016","","","15","100% (49/49)","100% (49/49)","100% (49/49)","394","There would be at least one more day of public holiday after three this week. &#34;They're all celebrating (back home)&#44; they've been celebrating for the last three days&#34;.","Fiji Prime Minister Frank Bainimarama announces public holiday after first Games medal.","http://indianexpress.com/sports/rio-2016-olympics/fiji-prime-minister-frank-bainimarama-announces-public-holiday-after-first-games-medal-2969863/","there would be at least one more day of public holiday after three this week","Fiji PM announces public holiday after first Games medal.","http://www.thestar.com.my/sport/other-sport/2016/08/12/fiji-pm-announces-public-holiday-after-first-games-medal/","other","CONTAINS","same"
"3URJ6VVYUPNNBJ7PFOAAFW4OWANO4Y","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Tue Sep 13 04:41:00 PDT 2016","5","BatchId:2526319;","14400","432000","Tue Sep 20 04:41:00 PDT 2016","","","3JC6VJ2SABKJRIFH9CT47DLHRAEA5N","A1V6P1ZE6Q8YEW","Approved","Tue Sep 13 04:54:44 PDT 2016","Tue Sep 13 04:57:10 PDT 2016","Sun Sep 18 04:57:10 PDT 2016","Wed Sep 14 07:53:57 PDT 2016","","","146","100% (216/216)","100% (216/216)","100% (207/207)","394","There would be at least one more day of public holiday after three this week. &#34;They're all celebrating (back home)&#44; they've been celebrating for the last three days&#34;.","Fiji Prime Minister Frank Bainimarama announces public holiday after first Games medal.","http://indianexpress.com/sports/rio-2016-olympics/fiji-prime-minister-frank-bainimarama-announces-public-holiday-after-first-games-medal-2969863/","there would be at least one more day of public holiday after three this week","Fiji PM announces public holiday after first Games medal.","http://www.thestar.com.my/sport/other-sport/2016/08/12/fiji-pm-announces-public-holiday-after-first-games-medal/","other","CONTAINS","omission"
"3URJ6VVYUPNNBJ7PFOAAFW4OWANO4Y","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Tue Sep 13 04:41:00 PDT 2016","5","BatchId:2526319;","14400","432000","Tue Sep 20 04:41:00 PDT 2016","","","3UN61F00HWQBQZ1YBNFQ23ARRE6R5G","A2B8HPIZDKYKDR","Approved","Tue Sep 13 05:02:16 PDT 2016","Tue Sep 13 05:02:30 PDT 2016","Sun Sep 18 05:02:30 PDT 2016","Wed Sep 14 07:53:58 PDT 2016","","","14","100% (30/30)","100% (30/30)","100% (30/30)","394","There would be at least one more day of public holiday after three this week. &#34;They're all celebrating (back home)&#44; they've been celebrating for the last three days&#34;.","Fiji Prime Minister Frank Bainimarama announces public holiday after first Games medal.","http://indianexpress.com/sports/rio-2016-olympics/fiji-prime-minister-frank-bainimarama-announces-public-holiday-after-first-games-medal-2969863/","there would be at least one more day of public holiday after three this week","Fiji PM announces public holiday after first Games medal.","http://www.thestar.com.my/sport/other-sport/2016/08/12/fiji-pm-announces-public-holiday-after-first-games-medal/","other","CONTAINS","same"
"3X2YVV51PU4EOTJ8JSIIYSA7NSCW15","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Tue Sep 13 04:41:00 PDT 2016","5","BatchId:2526319;","14400","432000","Tue Sep 20 04:41:00 PDT 2016","","","35USIKEBNRHMU59KNZ8ELPJHMCU6NP","A2XFO0X6RCS98M","Approved","Tue Sep 13 05:05:20 PDT 2016","Tue Sep 13 05:07:45 PDT 2016","Sun Sep 18 05:07:45 PDT 2016","Wed Sep 14 07:53:58 PDT 2016","","","145","100% (469/469)","100% (469/469)","100% (469/469)","395","The airline has zero tolerance towards any action of its crew that contravenes safety standards mandated in its operating manual approved by DGCA. &#34;In case of non-compliance&#44; we take disciplinary action after due investigation as per company policy&#34;.","2 Jet Airways&#44; Air India Pilots Suspended For Being Drunk.","http://www.ndtv.com/india-news/2-jet-airways-air-india-pilots-suspended-for-being-drunk-1443278","The airline has zero tolerance towards any action of its crew that contravenes safety standards mandated in its operating manual approved by DGCA","DGCA suspends two pilots for 4 years after they were found drunk.","http://indianexpress.com/article/india/india-news-india/dgca-suspends-two-pilots-of-jet-airways-and-air-india-for-being-drunk-for-four-years-2968374/","Jet Airways","CONTAINS","same"
